Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv0199	-	Probable conserved membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-2.63	0.42629	1	4
Rv0200	-	Possible conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	2.11	0.98093	1	3
Rv0201c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.22	1	1	3
Rv0202c	mmpL11	Probable conserved transmembrane transport protein MmpL11	nambi_2015_ctpC_vs_nambi_2015_wt	0.14	1	1	2
Rv0203	-	Possible exported protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.74	0.97527	1	4
Rv0204c	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.22	0.68496	1	3
Rv0205	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.13	1	1	3
Rv0206c	mmpL3	Possible conserved transmembrane transport protein MmpL3	nambi_2015_ctpC_vs_nambi_2015_wt	1.81	0.69751	1	2
Rv0207c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.71	0.8373	1	4
Rv0208c	-	Hypothetical methlytransferase (methylase)	nambi_2015_ctpC_vs_nambi_2015_wt	2.95	0.91607	1	3
Rv0209	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.67	1	1	4
Rv0210	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.9	0.7611	1	4
Rv0211	pckA	Probable iron-regulated phosphoenolpyruvate carboxykinase [GTP] PckA (phosphoenolpyruvate carboxylase) (PEPCK)(pep carboxykinase)	nambi_2015_ctpC_vs_nambi_2015_wt	-2.13	0.99922	1	0
Rv0212c	nadR	Possible transcriptional regulatory protein NadR (probably AsnC-family)	nambi_2015_ctpC_vs_nambi_2015_wt	-1.26	0.86321	1	0
Rv0213c	-	Possible methyltransferase (methylase)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.37	0.97527	1	1
Rv0214	fadD4	Probable fatty-acid-CoA ligase FadD4 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.55	0.94612	1	1
Rv0215c	fadE3	Probable acyl-CoA dehydrogenase FadE3	nambi_2015_ctpC_vs_nambi_2015_wt	-0.25	1	1	1
Rv0216	-	Double hotdog hydratase	nambi_2015_ctpC_vs_nambi_2015_wt	1.32	0.91613	1	3
Rv0217c	lipW	Possible esterase LipW	nambi_2015_ctpC_vs_nambi_2015_wt	-0.09	1	1	1
Rv0218	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.12	1	1	3
Rv0219	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.68	0.99246	1	4
Rv0220	lipC	Probable esterase LipC	nambi_2015_ctpC_vs_nambi_2015_wt	-0.5	0.97527	1	1
Rv0221	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.03	1	1	2
Rv0222	echA1	Probable enoyl-CoA hydratase EchA1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	nambi_2015_ctpC_vs_nambi_2015_wt	-1.65	0.68637	1	0
Rv0223c	-	Probable aldehyde dehydrogenase	nambi_2015_ctpC_vs_nambi_2015_wt	-1.19	0.57736	1	1
Rv0224c	-	Possible methyltransferase (methylase)	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	2
Rv0225	-	Possible conserved protein	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	1
Rv0226c	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.58	1	1	3
Rv0227c	-	Probable conserved membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.14	1	1	3
Rv0228	-	Probable integral membrane acyltransferase	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	2
Rv0229Ac	-		nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	
Rv0229c	-	Possible conserved membrane protein with PIN domain	nambi_2015_ctpC_vs_nambi_2015_wt	-0.94	0.866	1	4
Rv0230c	php	Probable phosphotriesterase Php (parathion hydrolase) (PTE) (aryldialkylphosphatase) (paraoxonase) (a-esterase) (aryltriphosphatase) (paraoxon hydrolase)	nambi_2015_ctpC_vs_nambi_2015_wt	0.39	0.97527	1	3
Rv0231	fadE4	Probable acyl-CoA dehydrogenase FadE4	nambi_2015_ctpC_vs_nambi_2015_wt	-0.18	1	1	1
Rv0232	-	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.49	0.97527	1	1
Rv0233	nrdB	Ribonucleoside-diphosphate reductase (beta chain) NrdB (ribonucleotide reductase small chain)	nambi_2015_ctpC_vs_nambi_2015_wt	0.58	0.97527	1	0
Rv0234c	gabD1	Succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD1	nambi_2015_ctpC_vs_nambi_2015_wt	1.89	0.68637	1	0
Rv0235c	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.4	1	1	4
Rv0236A	-	Small secreted protein	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	3
Rv0236c	aftD	Possible arabinofuranosyltransferase AftD	nambi_2015_ctpC_vs_nambi_2015_wt	0.17	1	1	1
Rv0237	lpqI	Probable conserved lipoprotein LpqI	nambi_2015_ctpC_vs_nambi_2015_wt	0.69	0.97527	1	1
Rv0238	-	Possible transcriptional regulatory protein (probably TetR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	1.93	0.87447	1	1
Rv0239	vapB24	Possible antitoxin VapB24	nambi_2015_ctpC_vs_nambi_2015_wt	-1.68	0.97527	1	3
Rv0240	vapC24	Possible toxin VapC24 Contains PIN domain	nambi_2015_ctpC_vs_nambi_2015_wt	-1.53	0.54792	1	3
Rv0241c	htdX	Probable 3-hydroxyacyl-thioester dehydratase HtdX	nambi_2015_ctpC_vs_nambi_2015_wt	2.62	0.30524	1	1
Rv0242c	fabG4	Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG4 (3-ketoacyl-acyl carrier protein reductase)	nambi_2015_ctpC_vs_nambi_2015_wt	0.99	0.87996	1	1
Rv0243	fadA2	Probable acetyl-CoA acyltransferase FadA2 (3-ketoacyl-CoA thiolase) (beta-ketothiolase)	nambi_2015_ctpC_vs_nambi_2015_wt	2.56	0	3	1
Rv0244c	fadE5	Probable acyl-CoA dehydrogenase FadE5	nambi_2015_ctpC_vs_nambi_2015_wt	6.81	0	3	1
Rv0245	-	Possible oxidoreductase	nambi_2015_ctpC_vs_nambi_2015_wt	-2.64	0.52406	1	3
Rv0246	-	Probable conserved integral membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.36	1	1	3
Rv0247c	-	Probable succinate dehydrogenase [iron-sulfur subunit] (succinic dehydrogenase)	nambi_2015_ctpC_vs_nambi_2015_wt	4.59	0.05906	1	1
Rv0248c	-	Probable succinate dehydrogenase [iron-sulfur subunit] (succinic dehydrogenase)	nambi_2015_ctpC_vs_nambi_2015_wt	4.56	0	3	1
Rv0249c	-	Probable succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase)	nambi_2015_ctpC_vs_nambi_2015_wt	4.08	0	3	2
Rv0250c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.35	1	1	4
Rv0251c	hsp	Heat shock protein Hsp (heat-stress-induced ribosome-binding protein A)	nambi_2015_ctpC_vs_nambi_2015_wt	2.11	0.48317	1	0
Rv0252	nirB	Probable nitrite reductase [NAD(P)H] large subunit [FAD flavoprotein] NirB	nambi_2015_ctpC_vs_nambi_2015_wt	-0.44	0.97527	1	0
Rv0253	nirD	Probable nitrite reductase [NAD(P)H] small subunit NirD	nambi_2015_ctpC_vs_nambi_2015_wt	-0.13	1	1	1
Rv0254c	cobU	Probable bifunctional cobalamin biosynthesis protein CobU: cobinamide kinase + cobinamide phosphate guanylyltransferase	nambi_2015_ctpC_vs_nambi_2015_wt	-1.1	0.86887	1	0
Rv0255c	cobQ1	Probable cobyric acid synthase CobQ1	nambi_2015_ctpC_vs_nambi_2015_wt	1.32	0.5597	1	0
Rv0256c	PPE2	PPE family protein PPE2	nambi_2015_ctpC_vs_nambi_2015_wt	-0.84	0.79546	1	2
Rv0257	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.36	1	1	3
Rv0258c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	6.2	0.45749	1	4
Rv0259c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.55	1	1	4
Rv0260c	-	Possible transcriptional regulatory protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.07	1	1	1
Rv0261c	narK3	Probable integral membrane nitrite extrusion protein NarK3 (nitrite facilitator)	nambi_2015_ctpC_vs_nambi_2015_wt	0.07	1	1	0
Rv0262c	aac	Aminoglycoside 2'-N-acetyltransferase Aac (Aac(2')-IC)	nambi_2015_ctpC_vs_nambi_2015_wt	3.25	0.58479	1	1
Rv0263c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.34	0.77525	1	3
Rv0264c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.88	0.87447	1	3
Rv0265c	-	Probable periplasmic iron-transport lipoprotein	nambi_2015_ctpC_vs_nambi_2015_wt	0.46	0.97527	1	1
Rv0266c	oplA	Probable 5-oxoprolinase OplA (5-oxo-L-prolinase) (pyroglutamase) (5-OPASE)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.5	0.95051	1	1
Rv0267	narU	Probable integral membrane nitrite extrusion protein NarU (nitrite facilitator)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.27	1	1	0
Rv0268c	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.2	1	1	3
Rv0269c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.17	1	1	3
Rv0270	fadD2	Probable fatty-acid-CoA ligase FadD2 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	nambi_2015_ctpC_vs_nambi_2015_wt	2.81	0	3	1
Rv0271c	fadE6	Probable acyl-CoA dehydrogenase FadE6	nambi_2015_ctpC_vs_nambi_2015_wt	-0.61	0.78888	1	1
Rv0272c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.8	0.97527	1	4
Rv0273c	-	Possible transcriptional regulatory protein	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	1
Rv0274	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.33	1	1	3
Rv0275c	-	Possible transcriptional regulatory protein (possibly TetR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	0.31	1	1	1
Rv0276	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.28	1	1	4
Rv0277Ac	-		nambi_2015_ctpC_vs_nambi_2015_wt	-0.36	1	1	
Rv0277c	vapC25	Possible toxin VapC25 Contains PIN domain	nambi_2015_ctpC_vs_nambi_2015_wt	0.32	1	1	3
Rv0278c	PE_PGRS3	PE-PGRS family protein PE_PGRS3	nambi_2015_ctpC_vs_nambi_2015_wt	0.24	1	1	2
Rv0279c	PE_PGRS4	PE-PGRS family protein PE_PGRS4	nambi_2015_ctpC_vs_nambi_2015_wt	0.72	0.87129	1	2
Rv0280	PPE3	PPE family protein PPE3	nambi_2015_ctpC_vs_nambi_2015_wt	0.95	0.5835	1	2
Rv0281	-	Possible S-adenosylmethionine-dependent methyltransferase	nambi_2015_ctpC_vs_nambi_2015_wt	1.25	0.35431	1	2
Rv0282	eccA3	ESX conserved component EccA3 ESX-3 type VII secretion system protein	nambi_2015_ctpC_vs_nambi_2015_wt	2.28	1	1	2
Rv0283	eccB3	ESX conserved component EccB3 ESX-3 type VII secretion system protein Possible membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	3
Rv0284	eccC3	ESX conserved component EccC3 ESX-3 type VII secretion system protein Possible membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.05	1	1	2
Rv0285	PE5	PE family protein PE5	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	2
Rv0286	PPE4	PPE family protein PPE4	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	2
Rv0287	esxG	ESAT-6 like protein EsxG (conserved protein TB9.8)	nambi_2015_ctpC_vs_nambi_2015_wt	1.79	0.84385	1	3
Rv0288	esxH	Low molecular weight protein antigen 7 EsxH (10 kDa antigen) (CFP-7) (protein TB10.4)	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	3
Rv0289	espG3	ESX-3 secretion-associated protein EspG3	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	3
Rv0290	eccD3	ESX conserved component EccD3 ESX-3 type VII secretion system protein Probable transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	2
Rv0291	mycP3	Probable membrane-anchored mycosin MycP3 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-3)	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	0
Rv0292	eccE3	ESX conserved component EccE3 ESX-3 type VII secretion system protein Probable transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.3	1	1	2
Rv0293c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.33	0.51466	1	4
Rv0294	tam	Probable trans-aconitate methyltransferase Tam	nambi_2015_ctpC_vs_nambi_2015_wt	-0.02	1	1	2
Rv0295c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.39	0.88537	1	4
Rv0296c	-	Probable sulfatase	nambi_2015_ctpC_vs_nambi_2015_wt	0.09	1	1	2
Rv0297	PE_PGRS5	PE-PGRS family protein PE_PGRS5	nambi_2015_ctpC_vs_nambi_2015_wt	0.01	1	1	2
Rv0298	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.47	1	1	4
Rv0299	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.04	1	1	3
Rv0300	vapB2	Possible antitoxin VapB2	nambi_2015_ctpC_vs_nambi_2015_wt	1.52	0.45749	1	3
Rv0301	vapC2	Possible toxin VapC2	nambi_2015_ctpC_vs_nambi_2015_wt	-0.11	1	1	3
Rv0302	-	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.04	1	1	1
Rv0303	-	Probable dehydrogenase/reductase	nambi_2015_ctpC_vs_nambi_2015_wt	-0.38	1	1	3
Rv0304c	PPE5	PPE family protein PPE5	nambi_2015_ctpC_vs_nambi_2015_wt	-0.02	1	1	2
Rv0305c	PPE6	PPE family protein PPE6	nambi_2015_ctpC_vs_nambi_2015_wt	0.09	1	1	2
Rv0306	-	Putative oxidoreductase	nambi_2015_ctpC_vs_nambi_2015_wt	-1.57	0.86887	1	2
Rv0307c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	2.36	0.16951	1	4
Rv0308	-	Probable conserved integral membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.75	0.34772	1	3
Rv0309	-	Possible conserved exported protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.1	0.91042	1	4
Rv0310c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.69	0.98754	1	4
Rv0311	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.31	1	1	4
Rv0312	-	Conserved hypothetical proline and threonine rich protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.79	0.99246	1	3
Rv0313	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.14	1	1	4
Rv0314c	-	Possible conserved membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.54	0.97527	1	3
Rv0315	-	Possible beta-1,3-glucanase precursor	nambi_2015_ctpC_vs_nambi_2015_wt	-1.39	0.73771	1	1
Rv0316	-	Possible muconolactone isomerase	nambi_2015_ctpC_vs_nambi_2015_wt	0.75	0.97527	1	1
Rv0317c	glpQ2	Possible glycerophosphoryl diester phosphodiesterase GlpQ2 (glycerophosphodiester phosphodiesterase)	nambi_2015_ctpC_vs_nambi_2015_wt	1.03	0.61551	1	0
Rv0318c	-	Probable conserved integral membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.4	1	1	2
Rv0319	pcp	Probable pyrrolidone-carboxylate peptidase Pcp (5-oxoprolyl-peptidase) (pyroglutamyl-peptidase I) (PGP-I) (pyrase)	nambi_2015_ctpC_vs_nambi_2015_wt	-1.17	0.87129	1	0
Rv0320	-	Possible conserved exported protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.71	0.86321	1	4
Rv0321	dcd	Probable deoxycytidine triphosphate deaminase Dcd (dCTP deaminase)	nambi_2015_ctpC_vs_nambi_2015_wt	8.77	0	3	0
Rv0322	udgA	Probable UDP-glucose 6-dehydrogenase UdgA (UDP-GLC dehydrogenase) (UDP-GLCDH) (UDPGDH)	nambi_2015_ctpC_vs_nambi_2015_wt	-1.27	0.69751	1	0
Rv0323c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.74	0.60464	1	4
Rv0324	-	Possible transcriptional regulatory protein (possibly ArsR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.51	1	1	1
Rv0325	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.92	0.82708	1	4
Rv0326	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.25	1	1	4
Rv0327c	cyp135A1	Possible cytochrome P450 135A1 Cyp135A1	nambi_2015_ctpC_vs_nambi_2015_wt	-1.52	0.86437	1	0
Rv0328	-	Possible transcriptional regulatory protein (possibly TetR/AcrR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	-1.82	0.7349	1	1
Rv0329c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.69	0.75787	1	4
Rv0330c	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.28	1	1	3
Rv0331	-	Possible dehydrogenase/reductase	nambi_2015_ctpC_vs_nambi_2015_wt	-1.07	0.86321	1	3
Rv0332	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.03	1	1	4
Rv0333	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.55	0.98754	1	4
Rv0334	rmlA	Alpha-D-glucose-1-phosphate thymidylyltransferase RmlA (dTDP-glucose synthase) (dTDP-glucose pyrophosphorylase)	nambi_2015_ctpC_vs_nambi_2015_wt	0.53	0.97527	1	0
Rv0335c	PE6	PE family protein PE6	nambi_2015_ctpC_vs_nambi_2015_wt	4.93	1	1	2
Rv0336	-	Conserved 13E12 repeat family protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.83	0.7617	1	4
Rv0337c	aspC	Probable aspartate aminotransferase AspC (transaminase A) (ASPAT)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.16	1	1	0
Rv0338c	-	Probable iron-sulfur-binding reductase	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	3
Rv0339c	-	Possible transcriptional regulatory protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.25	1	1	2
Rv0340	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.23	1	1	4
Rv0341	iniB	Isoniazid inductible gene protein IniB	nambi_2015_ctpC_vs_nambi_2015_wt	1.08	0.73027	1	3
Rv0342	iniA	Isoniazid inductible gene protein IniA	nambi_2015_ctpC_vs_nambi_2015_wt	0.46	0.95051	1	3
Rv0343	iniC	Isoniazid inductible gene protein IniC	nambi_2015_ctpC_vs_nambi_2015_wt	-0.42	1	1	3
Rv0344c	lpqJ	Probable lipoprotein LpqJ	nambi_2015_ctpC_vs_nambi_2015_wt	0.39	1	1	2
Rv0345	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.79	0.40608	1	3
Rv0346c	ansP2	Possible L-asparagine permease AnsP2 (L-asparagine transport protein)	nambi_2015_ctpC_vs_nambi_2015_wt	0.37	0.97527	1	0
Rv0347	-	Probable conserved membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-3.87	0.81472	1	4
Rv0348	-	Possible transcriptional regulatory protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.34	1	1	1
Rv0349	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.08	1	1	4
Rv0350	dnaK	Probable chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70)	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	0
Rv0351	grpE	Probable GrpE protein (HSP-70 cofactor)	nambi_2015_ctpC_vs_nambi_2015_wt	4.34	0.86887	1	0
Rv0352	dnaJ1	Probable chaperone protein DnaJ1	nambi_2015_ctpC_vs_nambi_2015_wt	1.52	0.97527	1	0
Rv0353	hspR	Probable heat shock protein transcriptional repressor HspR (MerR family)	nambi_2015_ctpC_vs_nambi_2015_wt	2.77	0.66734	1	0
Rv0354c	PPE7	PPE family protein PPE7	nambi_2015_ctpC_vs_nambi_2015_wt	-0.5	0.94612	1	2
Rv0355c	PPE8	PPE family protein PPE8	nambi_2015_ctpC_vs_nambi_2015_wt	-0.2	0.91607	1	2
Rv0356c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.44	1	1	3
Rv0357c	purA	Probable adenylosuccinate synthetase PurA (imp--aspartate ligase) (ADSS) (ampsase)	nambi_2015_ctpC_vs_nambi_2015_wt	0	1	1	0
Rv0358	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.33	0.97527	1	4
Rv0359	-	Probable conserved integral membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.07	1	1	4
Rv0360c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.39	0.66527	1	4
Rv0361	-	Probable conserved membrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	5.88	0.06861	1	3
Rv0362	mgtE	Possible Mg2+ transport transmembrane protein MgtE	nambi_2015_ctpC_vs_nambi_2015_wt	0.92	0.78877	1	0
Rv0363c	fba	Probable fructose-bisphosphate aldolase Fba	nambi_2015_ctpC_vs_nambi_2015_wt	0.19	1	1	0
Rv0364	-	Possible conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.4	1	1	4
Rv0365c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.33	0.99057	1	3
Rv0366c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.68	0.98093	1	4
Rv0367c	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	2.04	0.86321	1	4
Rv0368c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-1.09	0.71706	1	4
Rv0369c	-	Possible membrane oxidoreductase	nambi_2015_ctpC_vs_nambi_2015_wt	0.65	0.97527	1	3
Rv0370c	-	Possible oxidoreductase	nambi_2015_ctpC_vs_nambi_2015_wt	1.24	0.85249	1	3
Rv0371c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-5.35	0.76479	1	3
Rv0372c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-5.39	0.65525	1	3
Rv0373c	-	Probable carbon monoxyde dehydrogenase (large chain)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.74	0.92086	1	2
Rv0374c	-	Probable carbon monoxyde dehydrogenase (small chain)	nambi_2015_ctpC_vs_nambi_2015_wt	-4.34	1	1	2
Rv0375c	-	Probable carbon monoxyde dehydrogenase (medium chain)	nambi_2015_ctpC_vs_nambi_2015_wt	2.09	0.75429	1	2
Rv0376c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.69	0.92607	1	3
Rv0377	-	Probable transcriptional regulatory protein (probably LysR-family)	nambi_2015_ctpC_vs_nambi_2015_wt	0.44	1	1	1
Rv0378	-	Conserved hypothetical glycine rich protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.98	1	1	4
Rv0379	secE2	Possible protein transport protein SecE2	nambi_2015_ctpC_vs_nambi_2015_wt	0.43	1	1	1
Rv0380c	-	Possible RNA methyltransferase (RNA methylase)	nambi_2015_ctpC_vs_nambi_2015_wt	0.42	1	1	1
Rv0381c	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.61	0.317	1	4
Rv0382c	pyrE	Probable orotate phosphoribosyltransferase PyrE (OPRT) (oprtase)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.15	1	1	0
Rv0383c	-	Possible conserved secreted protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.36	1	1	3
Rv0384c	clpB	Probable endopeptidase ATP binding protein (chain B) ClpB (ClpB protein) (heat shock protein F84.1)	nambi_2015_ctpC_vs_nambi_2015_wt	0.36	0.87089	1	0
Rv0385	-	Probable monooxygenase	nambi_2015_ctpC_vs_nambi_2015_wt	-1.2	0.31999	1	2
Rv0386	-	Probable transcriptional regulatory protein (probably LuxR/UhpA-family)	nambi_2015_ctpC_vs_nambi_2015_wt	0.29	1	1	1
Rv0387c	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.26	1	1	4
Rv0389	purT	Probable phosphoribosylglycinamide formyltransferase 2 PurT (GART 2) (gar transformylase 2) (5'-phosphoribosylglycinamide transformylase 2) (formate-dependent gar transformylase)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.3	1	1	0
Rv0390	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	3.27	0.15241	1	3
Rv0391	metZ	Probable O-succinylhomoserine sulfhydrylase MetZ (OSH sulfhydrylase)	nambi_2015_ctpC_vs_nambi_2015_wt	1.21	0.77163	1	0
Rv0392c	ndhA	Probable membrane NADH dehydrogenase NdhA	nambi_2015_ctpC_vs_nambi_2015_wt	1.01	0.94612	1	0
Rv0393	-	Conserved 13E12 repeat family protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.16	1	1	4
Rv0394c	-	Possible secreted protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.58	0.97527	1	4
Rv0395	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.28	1	1	4
Rv0396	-	Hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.13	1	1	4
Rv0397	-	Conserved 13E12 repeat family protein	nambi_2015_ctpC_vs_nambi_2015_wt	1.13	0.88598	1	4
Rv0397A	-	hypothetical protein	nambi_2015_ctpC_vs_nambi_2015_wt	0.66	0.98093	1	
Rv0398c	-	Possible secreted protein	nambi_2015_ctpC_vs_nambi_2015_wt	-0.3	1	1	4
Rv0399c	lpqK	Possible conserved lipoprotein LpqK	nambi_2015_ctpC_vs_nambi_2015_wt	0.14	1	1	1
Rv0400c	fadE7	Acyl-CoA dehydrogenase FadE7	nambi_2015_ctpC_vs_nambi_2015_wt	0.07	1	1	1
Rv0401	-	Probable conserved transmembrane protein	nambi_2015_ctpC_vs_nambi_2015_wt	-2.89	0.97527	1	3
Rv0402c	mmpL1	Probable conserved transmembrane transport protein MmpL1	nambi_2015_ctpC_vs_nambi_2015_wt	-0.34	0.97527	1	2
Rv0403c	mmpS1	Probable conserved membrane protein MmpS1	nambi_2015_ctpC_vs_nambi_2015_wt	0.89	0.93967	1	2
Rv0404	fadD30	Fatty-acid-AMP ligase FadD30 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	nambi_2015_ctpC_vs_nambi_2015_wt	-0.38	0.97527	1	1
